" Conta "," Descrição ","01/01/2019 a 31/12/2019 ","01/01/2018 a 31/12/2018 ","01/01/2017 a 31/12/2017 "
" 301 "," Receita de Venda de Bens e/ou Serviços "," 834259 "," 647206 "," 0 "
" 302 "," Custo dos Bens e/ou Serviços Vendidos "," -686.132 "," -485.280 "," 0 "
" 303 "," Resultado Bruto "," 148127 "," 161926 "," 0 "
" 304 "," Despesas/Receitas Operacionais "," -12.733 "," -752 "," 0 "
" 30401 "," Despesas com Vendas "," "," "," "
" 30402 "," Despesas Gerais e Administrativas "," -49.760 "," -32.569 "," 0 "
" 30403 "," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
" 30404 "," Outras Receitas Operacionais "," 37304 "," 31994 "," 0 "
" 30405 "," Outras Despesas Operacionais "," -277 "," -177 "," 0 "
" 3040501 "," Despesas tributárias "," -277 "," -177 "," 0 "
" 30406 "," Resultado de Equivalência Patrimonial "," "," "," "
" 305 "," Resultado Antes do Resultado Financeiro e dos Tributos "," 135394 "," 161174 "," 0 "
" 306 "," Resultado Financeiro "," -31.709 "," -28.317 "," 0 "
" 30601 "," Receitas Financeiras "," 59522 "," 46286 "," 0 "
" 30602 "," Despesas Financeiras "," -91.231 "," -74.603 "," 0 "
" 307 "," Resultado Antes dos Tributos sobre o Lucro "," 103685 "," 132857 "," 0 "
" 308 "," Imposto de Renda e Contribuição Social sobre o Lucro "," -14.943 "," -16.207 "," 0 "
" 30801 "," Corrente "," -14.943 "," -12.954 "," 0 "
" 30802 "," Diferido "," 0 "," -3.253 "," 0 "
" 309 "," Resultado Líquido das Operações Continuadas "," 88742 "," 116650 "," 0 "
" 310 "," Resultado Líquido de Operações Descontinuadas "," "," "," "
" 31001 "," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
" 31002 "," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
" 311 "," Lucro/Prejuízo Consolidado do Período "," 88742 "," 116650 "," 0 "
" 31101 "," Atribuído a Sócios da Empresa Controladora "," 88742 "," 116650 "," 0 "
" 31102 "," Atribuído a Sócios Não Controladores "," "," "," "
" 399 "," Lucro por Ação - (Reais / Ação) "," "," "," "
" 39901 "," Lucro Básico por Ação "," "," "," "
" 3990101 "," ON "," 0.14560 "," 0.19130 "," 0.00000 "
" 39902 "," Lucro Diluído por Ação "," "," "," "
