Conta," Descrição ","01/07/2020 a 30/06/2021 ","01/07/2019 a 30/06/2020 ","01/07/2018 a 30/06/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 758098014 "," 473890208 "," 547811695 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," -622021440 "," -425179805 "," -467706837 "
3.03," Resultado Bruto "," 136076574 "," 48710403 "," 80104858 "
3.04," Despesas/Receitas Operacionais "," -43582289 "," -44405416 "," -36163363 "
3.04.01," Despesas com Vendas "," -24112702 "," -21390636 "," -20225890 "
3.04.02," Despesas Gerais e Administrativas "," -39603655 "," -30279262 "," -27061837 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
3.04.04," Outras Receitas Operacionais "," 22792594 "," 21561319 "," 19583634 "
3.04.05," Outras Despesas Operacionais "," -2658526 "," -14296837 "," -8459270 "
3.04.06," Resultado de Equivalência Patrimonial "," "," "," "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," 92494285 "," 4304987 "," 43941495 "
3.06," Resultado Financeiro "," -5472080 "," -6936921 "," -4560292 "
3.06.01," Receitas Financeiras "," 23615285 "," 16643822 "," 10895105 "
3.06.02," Despesas Financeiras "," -29087365 "," -23580743 "," -15455397 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," 87022205 "," -2631934 "," 39381203 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," -13462657 "," 6650262 "," -1196227 "
3.08.01," Corrente "," -64185 "," -3867841 "," -3920980 "
3.08.02," Diferido "," -13398472 "," 10518103 "," 2724753 "
3.09," Resultado Líquido das Operações Continuadas "," 73559548 "," 4018328 "," 38184976 "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo Consolidado do Período "," 73559548 "," 4018328 "," 38184976 "
3.11.01," Atribuído a Sócios da Empresa Controladora "," 53106158 "," -2183192 "," 24309059 "
3.11.02," Atribuído a Sócios Não Controladores "," 20453390 "," 6201520 "," 13875917 "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," 1.10531 "," -0.04544 "," 0.50595 "
3.99.01.02," PN "," 1.10531 "," -0.04544 "," 0.50595 "
3.99.02," Lucro Diluído por Ação "," "," "," "
3.99.02.01," ON "," 1.10531 "," -0.04544 "," 0.50595 "
3.99.02.02," PN "," 1.10531 "," -0.04544 "," 0.50595 "
